id,api_entity_with_single_des_id,qualified_name,single_description,final_annotation_type,core_verb
6903,45692,"android.nfc.tech.MifareUltralight.writePage(int,byte[])",Write 1 page (4 bytes).,1,write
6904,12068,java.sql.SQLOutput.writeString(java.lang.String),Writes the next attribute to the stream as a String in the Java programming language.,1,write
6905,17552,"java.util.zip.DeflaterOutputStream.write(byte[],int,int)",Writes an array of bytes to the compressed output stream.,1,write
6906,31190,javax.xml.stream.XMLStreamWriter.writeEmptyElement(java.lang.String),Writes an empty element tag to the output,1,write
6907,7066,java.io.ObjectOutputStream.write(byte[]),Writes an array of bytes.,1,write
6908,7073,java.io.ObjectOutputStream.writeClassDescriptor(java.io.ObjectStreamClass),Write the specified class descriptor to the ObjectOutputStream.,1,write
6909,6852,"java.io.Console.format(java.lang.String,java.lang.Object...)",Writes a formatted string to this console's output stream using the specified format string and arguments.,1,write
6910,46279,"android.os.Parcel.writeByteArray(byte[],int,int)","Write a byte array into the parcel at the current dataPosition(), growing dataCapacity() if needed.",1,write
6911,7330,"java.io.Writer.write(char[],int,int)",Writes a portion of an array of characters.,1,write
6912,56489,"java.io.Console.format(java.lang.String,java.lang.Object)",Writes a formatted string to this console's output stream using the specified format string and arguments.,1,write
6913,32409,org.omg.CORBA.portable.OutputStream.write_string(java.lang.String),Writes a string value to this stream.,1,write
6915,12071,java.sql.SQLOutput.writeTimestamp(java.sql.Timestamp),Writes the next attribute to the stream as a java.sql.Timestamp object.,1,write
6916,7142,java.io.PipedWriter.write(int),Writes the specified char to the piped output stream.,1,write
6917,31912,"org.omg.CORBA.DataOutputStream.write_char_array(char[],int,int)",Writes the array of IDL characters from offset for length elements to the output stream.,1,write
6918,6977,"java.io.FilterOutputStream.write(byte[],int,int)",Writes len bytes from the specified byte array starting at offset off to this output stream.,1,write
6919,32393,org.omg.CORBA.portable.OutputStream.write_char(char),Writes a char value to this stream.,1,write
6921,7211,"java.io.PrintWriter.write(java.lang.String,int,int)",Writes a portion of a string.,1,write
6922,18744,"javax.imageio.stream.ImageOutputStream.write(byte[],int,int)",Writes a sequence of bytes to the stream at the current position.,1,write
6923,22870,javax.sql.rowset.serial.SQLOutputImpl.writeInt(int),Writes an int in the Java programming language to this SQLOutputImpl object.,1,write
6924,11357,"java.sql.Blob.setBytes(long,byte[],int,int)",Writes all or part of the given byte array to the BLOB value that this Blob object represents and returns the number of bytes written.,1,write
6925,31938,org.omg.CORBA.DataOutputStream.write_wstring(java.lang.String),Writes the IDL wide string value (represented as a Java String) to the output stream.,1,write
6926,10274,"java.nio.file.attribute.UserDefinedFileAttributeView.write(java.lang.String,java.nio.ByteBuffer)",Writes the value of a user-defined attribute from a buffer.,1,write
6927,9845,"java.nio.channels.FileChannel.write(java.nio.ByteBuffer,long)","Writes a sequence of bytes to this channel from the given buffer, starting at the given file position.",1,write
6928,43277,"android.media.AudioTrack.write(float[],int,int,int)","Writes the audio data to the audio sink for playback (streaming mode), or copies audio data for later playback (static buffer mode).",1,write
6929,45680,"android.nfc.tech.MifareClassic.writeBlock(int,byte[])",Write 16-byte block.,1,write
6930,22174,"javax.sound.sampled.SourceDataLine.write(byte[],int,int)",Writes audio data to the mixer via this source data line.,1,write
6931,12051,java.sql.SQLOutput.writeByte(byte),Writes the next attribute to the stream as a Java byte.,1,write
6932,12049,java.sql.SQLOutput.writeBlob(java.sql.Blob),Writes an SQL BLOB value to the stream.,1,write
6933,56557,"java.io.PrintWriter.format(java.lang.String,java.lang.Object)",Writes a formatted string to this writer using the specified format string and arguments.,1,write
6934,9822,"java.nio.channels.DatagramChannel.write(java.nio.ByteBuffer[],int,int)",Writes a datagram to this channel.,1,write
6935,46184,"android.os.MemoryFile.writeBytes(byte[],int,int,int)",Write bytes to the memory file.,1,write
6936,22872,javax.sql.rowset.serial.SQLOutputImpl.writeNClob(java.sql.NClob),Writes an SQL NCLOB value to the stream.,1,write
6937,48738,android.telecom.Call.RttCall.write(java.lang.String),Writes the string into the outgoing text stream for this RTT call.,1,write
6938,22880,javax.sql.rowset.serial.SQLOutputImpl.writeStruct(java.sql.Struct),Writes a Struct object in the Java programming language to this SQLOutputImpl object.,1,write
6939,31908,"org.omg.CORBA.DataOutputStream.write_any_array(org.omg.CORBA.Any[],int,int)",Writes the array of IDL Anys from offset for length elements to the output stream.,1,write
6941,31185,javax.xml.stream.XMLStreamWriter.writeComment(java.lang.String),Writes an xml comment with the data enclosed,1,write
6942,17587,java.util.zip.InflaterOutputStream.write(int),Writes a byte to the uncompressed output stream.,1,write
6943,32394,"org.omg.CORBA.portable.OutputStream.write_Context(org.omg.CORBA.Context,org.omg.CORBA.ContextList)",Writes a CORBA context on this stream.,1,write
6944,9794,"java.nio.channels.AsynchronousSocketChannel.write(java.nio.ByteBuffer[],int,int,long,java.util.concurrent.TimeUnit,A,,? super A>)",Writes a sequence of bytes to this channel from a subsequence of the given buffers.,1,write
6947,31913,org.omg.CORBA.DataOutputStream.write_char(char),Writes the IDL character value to the output stream.,1,write
6948,31923,"org.omg.CORBA.DataOutputStream.write_octet_array(byte[],int,int)",Writes the array of IDL octets from offset for length elements to the output stream.,1,write
6949,22243,"javax.sound.sampled.AudioSystem.write(javax.sound.sampled.AudioInputStream,javax.sound.sampled.AudioFileFormat.Type,java.io.OutputStream)",Writes a stream of bytes representing an audio file of the specified file type to the output stream provided.,1,write
6950,36507,android.bluetooth.BluetoothGatt.writeCharacteristic(android.bluetooth.BluetoothGattCharacteristic),Writes a given characteristic and its values to the associated remote device.,1,write
6951,28756,"javax.swing.text.DefaultEditorKit.write(java.io.OutputStream,javax.swing.text.Document,int,int)",Writes content from a document to the given stream in a format appropriate for this kind of content handler.,1,write
6952,18754,"javax.imageio.stream.ImageOutputStream.writeDoubles(double[],int,int)",Writes a sequence of doubles to the stream at the current position.,1,write
6953,28593,javax.swing.text.AbstractWriter.writeLineSeparator(),Writes the line separator.,1,write
6954,6880,"java.io.DataOutputStream.write(byte[],int,int)",Writes len bytes from the specified byte array starting at offset off to the underlying output stream.,1,write
6955,22868,javax.sql.rowset.serial.SQLOutputImpl.writeDouble(double),Writes a double in the Java programming language to this SQLOutputImpl object.,1,write
6956,22320,"javax.sound.sampled.spi.AudioFileWriter.write(javax.sound.sampled.AudioInputStream,javax.sound.sampled.AudioFileFormat.Type,java.io.OutputStream)",Writes a stream of bytes representing an audio file of the file type indicated to the output stream provided.,1,write
6957,18749,javax.imageio.stream.ImageOutputStream.writeBytes(java.lang.String),Writes a string to the output stream.,1,write
6958,22321,"javax.sound.sampled.spi.AudioFileWriter.write(javax.sound.sampled.AudioInputStream,javax.sound.sampled.AudioFileFormat.Type,java.io.File)",Writes a stream of bytes representing an audio file of the file format indicated to the external file provided.,1,write
6959,29507,javax.swing.text.html.HTMLWriter.selectContent(javax.swing.text.AttributeSet),Writes out the content of the SELECT form element.,1,write
6960,22862,javax.sql.rowset.serial.SQLOutputImpl.writeBoolean(boolean),Writes a boolean in the Java programming language to this SQLOutputImpl object.,1,write
6961,29511,javax.swing.text.html.HTMLWriter.textAreaContent(javax.swing.text.AttributeSet),Writes out text that is contained in a TEXTAREA form element.,1,write
6962,12061,java.sql.SQLOutput.writeNString(java.lang.String),Writes the next attribute to the stream as a String in the Java programming language.,1,write
6963,32390,"org.omg.CORBA.portable.OutputStream.write_boolean_array(boolean[],int,int)",Writes an array of booleans on this output stream.,1,write
6964,6956,java.io.FileOutputStream.write(int),Writes the specified byte to this file output stream.,1,write
6965,31197,javax.xml.stream.XMLStreamWriter.writeStartDocument(),Write the XML Declaration.,1,write
6966,57687,"java.util.Formatter.format(java.util.Locale,java.lang.String,java.lang.Object)","Writes a formatted string to this object's destination using the specified locale, format string, and arguments.",1,write
6967,12046,java.sql.SQLOutput.writeAsciiStream(java.io.InputStream),Writes the next attribute to the stream as a stream of ASCII characters.,1,write
6968,22874,javax.sql.rowset.serial.SQLOutputImpl.writeObject(java.sql.SQLData),Writes to the stream the data contained in the given SQLData object.,1,write
6969,56993,"java.nio.channels.DatagramChannel.write(java.nio.ByteBuffer,int,int)",Writes a datagram to this channel.,1,write
6970,32420,org.omg.CORBA.portable.OutputStream.write(int),Writes an integer (length of arrays) onto this stream.,1,write
6971,7057,java.io.ObjectOutputStream.defaultWriteObject(),Write the non-static and non-transient fields of the current class to this stream.,1,write
6972,32391,org.omg.CORBA.portable.OutputStream.write_boolean(boolean),Writes a boolean value to this stream.,1,write
6973,9715,"java.nio.channels.AsynchronousByteChannel.write(java.nio.ByteBuffer,A,,? super A>)",Writes a sequence of bytes to this channel from the given buffer.,1,write
6974,9742,java.nio.channels.WritableByteChannel.write(java.nio.ByteBuffer),Writes a sequence of bytes to this channel from the given buffer.,1,write
6976,9716,java.nio.channels.AsynchronousByteChannel.write(java.nio.ByteBuffer),Writes a sequence of bytes to this channel from the given buffer.,1,write
6977,6754,java.io.DataOutput.write(byte[]),Writes to the output stream all the bytes in array b.,1,write
6978,18757,javax.imageio.stream.ImageOutputStream.writeInt(int),Writes the 32 bits of v to the stream.,1,write
6979,32414,org.omg.CORBA.portable.OutputStream.write_ulonglong(long),Writes an unsigned CORBA longlong (i.e.,1,write
6980,9823,java.nio.channels.DatagramChannel.write(java.nio.ByteBuffer[]),Writes a datagram to this channel.,1,write
6981,7328,java.io.Writer.write(int),Writes a single character.,1,write
6982,31929,"org.omg.CORBA.DataOutputStream.write_ulong_array(int[],int,int)",Writes the array of IDL unsigned longs (represented as Java ints) from offset for length elements to the output stream.,1,write
6983,22863,javax.sql.rowset.serial.SQLOutputImpl.writeByte(byte),Writes a byte in the Java programming language to this SQLOutputImpl object.,1,write
6984,7070,java.io.ObjectOutputStream.writeBytes(java.lang.String),Writes a String as a sequence of bytes.,1,write
6985,21563,"javax.rmi.CORBA.ValueHandler.writeValue(org.omg.CORBA.portable.OutputStream,java.io.Serializable)",Writes a value to the stream using Java semantics.,1,write
6986,28589,javax.swing.text.AbstractWriter.write(char),Writes out a character.,1,write
6987,7115,java.io.OutputStream.write(byte[]),Writes b.length bytes from the specified byte array to this output stream.,1,write
