sentence_id,doc_id,sentence_index,text,vote_type
13960,1432,15,"Whenever a permission is added to a heterogeneous PermissionCollection such as Permissions, and the PermissionCollection doesn't yet contain a PermissionCollection of the specified permission's type, the PermissionCollection should call the newPermissionCollection method on the permission's class to see if it requires a special PermissionCollection.",2
13959,1432,14,Its add method adds a permission to the appropriate collection.,2
13964,1432,19,"Furthermore, Enumerations returned via the elements method are not fail-fast.",2
72052,12037,0,Constant for the inverted exclamation mark key.,1
62363,8120,0,Exception thrown when an invocation failed because the caller has insufficient privileges.,2
62364,8120,1,"It contains a minor code, which gives more detailed information about what caused the exception, and a completion status.",1
62365,8120,2,It may also contain a string describing the exception.,1
34069,4024,1,"For more information on Holder files, see ""Generated Files: Holder Files"".",0
34068,4024,0,The Holder for CharSeq.,1
134014,36018,4,"When the method acceptChanges executes successfully, in addition to writing changes to the data source, it makes the values in the current row be the values in the original row.",1
134015,36018,5,"Depending on the synchronization level of the SyncProvider implementation being used, the writer will compare the original values with those in the data source to check for conflicts.",1
134016,36018,6,"When there is a conflict, the RIOptimisticProvider implementation, for example, throws a SyncProviderException and does not write anything to the data source.",2
134017,36018,7,An application may choose to catch the SyncProviderException object and retrieve the SyncResolver object it contains.,2
134010,36018,0,"Propagates row update, insert and delete changes made to this CachedRowSet object to the underlying data source.",1
134012,36018,2,Standard CachedRowSet implementations should use the SyncFactory singleton to obtain a SyncProvider instance providing a RowSetWriter object (writer).,2
134013,36018,3,The writer will attempt to propagate changes made in this CachedRowSet object back to the data source.,1
134018,36018,8,The SyncResolver object lists the conflicts row by row and sets a lock on the data source to avoid further conflicts while the current conflicts are being resolved.,1
134019,36018,9,"Further, for each conflict, it provides methods for examining the conflict and setting the value that should be persisted in the data source.",1
22894,2385,11,"This allows for wrapping exceptions from distributed communications (RMI, EJB, etc.)",2
22893,2385,10,MBeanException and RuntimeOperationsException must be thrown on every public method.,2
65453,9139,0,Gets the location of this component in the form of a point specifying the component's top-left corner.,1
65455,9139,2,"Due to the asynchronous nature of native event handling, this method can return outdated values (for instance, after several calls of setLocation() in rapid succession).",2
427492,132200,1,Returns boolean true if this queue contains no elements,1
427491,132200,0,Returns true if this queue contains no elements.,1
69987,11040,0,Creates the peer for a DragSourceContext.,1
69988,11040,1,Always throws InvalidDndOperationException if GraphicsEnvironment.isHeadless() returns true.,2
13769,1407,0,This class encapsulates information about a code signer.,1
303516,100036,0,Returns the value of the requested column as a short.,2
203852,66857,0,"Acquires in shared mode, ignoring interrupts.",1
203853,66857,1,"Implemented by first invoking at least once tryAcquireShared(long), returning on success.",2
3422,203,12,"Not all such extension packages should need to be recognized directly by parsers, however.",2
133999,36010,0,Constructs a ConnectionEvent object initialized with the given PooledConnection object and SQLException object.,1
134307,36091,0,Returns a Collection object containing the RowSet objects that have been added to this JoinRowSet object.,1
69902,11003,4,"If no such listeners exist, this method returns an empty array.",2
69901,11003,3,"For example, you can query a TextField t for its action listeners with the following code: ActionListener[] als = (ActionListener[])(t.getListeners(ActionListener.class)); .",2
69900,11003,2,"You can specify the listenerType argument with a class literal, such as FooListener.class.",2
69899,11003,1,FooListeners are registered using the addFooListener method.,2
69898,11003,0,Returns an array of all the objects currently registered as FooListeners upon this TextField.,1
62504,8167,2,"If the CORBA system exception org.omg.CORBA.portable.UnknownException is thrown, then the stub does one of the following: (1) Translates it to org.omg.CORBA.UNKNOWN.",2
62502,8167,0,The org.omg.CORBA.portable.UnknownException is used for reporting unknown exceptions between ties and ORBs and between ORBs and stubs.,1
72391,12208,0,Horizontal device metrics.,1
28744,3060,8,Warning: Serialized objects of this class will not be compatible with future Swing releases.,2
70124,11087,11,"If there is, the method should call the security manager's checkPermission method to check AWTPermission(""accessClipboard"").",2
28736,3060,0,An implementation of a scrollbar.,1
28741,3060,5,"Typically, as the position of the knob in the scrollbar changes a corresponding change is made to the position of the JViewport on the underlying view, changing the contents of the JViewport.",2
28742,3060,6,Warning: Swing is not thread safe.,2
72250,12140,0,Sets the rectangle representing the area which needs to be repainted in response to this event.,1
123478,31120,0,This implementation visits an IntersectionType by calling defaultAction.,1
65254,9056,0,Ease-of-use constant for getAlignmentY.,1
62386,8125,1,"It contains a minor code, which gives more detailed information about what caused the exception, and a completion status.",1
62385,8125,0,"This exception indicates a persistent storage failure, for example, failure to establish a database connection or corruption of a database.",1
62387,8125,2,It may also contain a string describing the exception.,1
72415,12220,0,Multiple master supplementary data.,1
227973,77881,0,Associates the editor with a text document.,1
134288,36084,2,This method should be used only when the given RowSet object already has a match column that was set with the Joinable method setMatchColumn.,2
100663,23063,0,Reset this iterator to point to a new string.,1
72116,12077,0,"Returns whether the key in this event is an ""action"" key.",1
123318,31006,0,Visits any type mirror as if by passing itself to that type mirror's accept method.,1
